SCHOOLNAME,RPI,OPPONENT RPI RANK,RECORD,NONCONFRPI,NONCONFRECORD,CONFRPI,CONFRECORD ROAD L10,1-25,26-50,51-100 101-150,VTOP100,VBELOW150
UCF,216,192,244,13-18,271,1-9,27,12-9,4-9,6-4,0-0,0-2,0-2,1-4,0-4,12-10
Western Caro.,217,190,239,11-14,187,4-4,22,7-10,4-10,5-5,0-0,0-0,1-5,0-0,1-5,10-9
East Carolina,218,157,150,9-18,180,4-6,13,5-12,3-11,2-8,0-0,0-0,1-7,1-5,1-7,7-6
Manhattan,219,185,226,12-15,281,3-5,18,9-10,4-8,2-8,0-0,0-0,0-5,3-5,0-5,9-5
Loyola (Ill.),220,180,207,14-14,167,10-3,16,4-11,1-9,3-7,0-1,0-3,0-0,2-4,0-4,12-6
UMBC,221,186,228,10-18,184,3-6,24,7-12,6-9,3-7,0-1,0-1,0-3,2-4,0-5,8-9
Colgate,222,209,285,11-16,206,6-7,25,5-9,5-8,5-5,0-1,0-0,0-2,0-8,0-3,11-5
Towson,223,188,234,11-17,226,4-5,21,7-12,6-9,2-8,0-0,0-2,0-6,1-1,0-8,10-8
Campbell,224,202,271,12-16,276,2-7,27,10-9,6-7,5-5,0-0,0-1,0-1,2-3,0-2,10-11
Elon,225,189,236,10-15,227,3-8,26,7-7,2-13,4-6,0-1,0-1,0-2,1-4,0-4,9-7
Illinois St.,226,135,112,9-20,211,4-6,12,5-14,1-12,3-7,0-0,2-5,0-4,1-5,2-9,6-6
UNC Asheville,227,168,173,10-19,242,1-11,26,9-8,1-15,6-4,0-3,0-0,0-4,2-5,0-7,8-7
Duquesne,228,136,116,9-20,198,5-7,8,4-13,2-11,1-9,0-1,0-4,1-2,3-9,1-7,5-4
Columbia,229,213,292,12-14,222,5-7,28,7-7,5-7,5-5,0-1,0-1,0-4,0-1,0-6,12-7
Rhode Island,230,112,65,5-25,203,3-10,8,2-15,2-12,0-10,0-4,0-3,0-5,0-11,0-12,5-2
Old Dominion,231,164,164,11-19,264,5-8,13,6-11,3-13,3-7,0-0,0-0,1-7,2-3,1-7,8-9
Air Force,232,133,106,6-20,283,2-9,10,4-11,2-11,2-8,0-0,1-4,1-6,0-5,2-10,4-5
N.C. A&T,233,231,316,14-14,240,2-5,31,12-9,6-10,6-4,0-1,0-0,0-0,0-1,0-1,14-12
Hartford,234,177,200,10-19,188,3-6,21,7-13,3-11,2-8,0-1,0-3,0-7,0-0,0-11,10-8
New Orleans,235,174,189,11-18,212,4-7,20,7-11,2-11,3-7,0-0,0-1,0-6,0-5,0-7,11-6
Youngstown St.,236,204,273,11-16,230,2-8,29,9-8,5-8,4-6,0-1,0-2,0-1,0-2,0-4,11-10
Nicholls St.,237,184,220,9-17,273,1-6,23,8-11,4-10,6-4,0-1,0-1,0-4,0-3,0-6,9-8
American,238,168,173,10-18,241,4-6,13,6-12,1-13,4-6,0-0,0-1,1-7,0-3,1-8,9-7
Coastal Caro.,239,191,241,10-18,225,3-10,26,7-8,4-12,5-5,0-1,0-2,0-3,1-4,0-6,9-8
Liberty,240,204,273,10-14,103,6-3,26,4-11,4-10,3-7,0-0,0-0,1-1,2-5,1-1,7-8
Canisius,241,166,167,10-20,280,1-9,18,9-11,1-11,5-5,0-1,0-1,1-7,2-3,1-9,7-8
Washington St.,242,111,61,6-22,197,5-5,6,1-17,1-12,1-9,0-4,0-6,1-5,0-3,1-15,5-4
Texas St.,243,189,236,10-17,297,1-6,23,9-11,3-9,5-5,0-0,0-0,0-3,1-2,0-3,9-12
Wright St.,244,174,189,11-17,275,5-8,16,6-9,0-13,4-6,1-0,0-2,0-1,3-4,1-3,7-10
Tex.-Pan American,245,180,207,9-14,224,6-13,30,3-1,2-10,5-5,0-1,0-1,0-4,0-2,0-6,9-6
Idaho St.,246,150,140,6-19,181,3-6,14,3-13,2-10,3-7,0-1,0-0,0-7,1-6,0-8,5-5
North Texas,247,149,136,7-20,205,2-9,19,5-11,1-12,1-9,0-2,0-3,1-4,0-3,1-9,6-8
Centenary (La.),248,179,203,7-16,244,5-14,30,2-2,3-12,3-7,0-2,0-0,0-3,0-4,0-5,7-7
Chattanooga,249,175,196,9-18,219,2-7,22,7-11,2-8,3-7,0-0,0-0,1-5,2-2,1-5,6-11
Nevada,250,162,157,8-20,287,1-9,19,7-11,2-12,4-6,0-1,0-4,0-5,0-2,0-10,8-8
Montana St.,251,145,131,7-16,150,3-4,14,4-12,0-8,2-8,0-1,0-1,0-8,2-3,0-10,5-3
Wagner,252,206,279,10-16,209,4-4,24,6-12,4-11,3-7,0-0,0-2,1-1,0-2,1-3,9-11
Stony Brook,253,160,155,5-21,218,5-19,32,0-2,3-11,3-7,0-2,0-3,0-4,0-3,0-9,5-9
Alabama St.,254,215,299,10-14,220,0-5,33,10-9,5-7,5-5,0-0,0-0,0-2,0-3,0-2,10-9
Stetson,255,222,309,12-15,229,4-4,27,8-11,7-8,4-6,0-0,0-0,0-2,0-3,0-2,12-10
Mt. St. Mary's,256,183,216,9-20,263,1-8,24,8-12,3-11,4-6,0-1,0-2,0-2,2-5,0-5,7-10
Texas Southern,257,228,313,12-13,288,1-4,33,11-9,7-6,6-4,0-0,0-1,0-1,0-0,0-2,12-11
Central Mich.,258,122,85,5-23,235,2-6,11,3-17,2-12,1-9,0-0,0-5,0-8,1-5,0-13,4-5
Southeastern La.,259,183,216,8-17,128,3-4,23,5-13,3-11,3-7,0-1,0-0,1-3,0-3,1-4,7-10
Pacific,260,180,207,10-18,246,4-7,19,6-11,2-11,2-8,0-0,1-3,0-4,0-2,1-7,9-9
Oral Roberts,261,208,282,12-17,260,3-8,29,9-9,3-9,4-6,1-0,0-0,1-2,0-0,2-2,10-15
Cal Poly,262,174,189,7-18,223,2-7,19,5-11,3-9,4-6,0-0,0-1,1-7,0-1,1-8,6-9
Norfolk St.,263,232,317,12-16,314,1-8,31,11-8,8-8,5-5,0-0,0-0,0-0,0-3,0-0,12-13
St. Francis (Pa.),264,198,261,10-18,285,3-6,24,7-12,3-11,3-7,0-0,0-0,0-3,0-7,0-3,10-8
Northwestern,265,105,46,5-25,254,5-8,2,0-17,0-9,1-9,0-7,0-5,0-4,0-6,0-16,5-3
Buffalo,266,123,90,5-23,295,2-7,11,3-16,1-13,1-9,0-2,0-5,0-8,1-4,0-15,4-4
Furman,267,184,220,11-18,268,4-7,22,7-11,1-11,6-4,0-0,0-0,0-5,0-2,0-5,11-11
Ill.-Chicago,268,165,166,10-20,286,4-10,16,6-10,0-12,5-5,0-0,0-3,0-3,2-3,0-6,8-11
Harvard,269,229,315,11-15,301,4-8,28,7-7,6-8,5-5,0-0,0-0,0-4,0-2,0-4,11-9
Sacramento St.,270,166,167,8-18,200,5-5,14,3-13,1-12,1-9,0-1,0-0,2-4,0-6,2-5,6-7
Mercer,271,201,267,10-21,310,1-9,27,9-12,5-11,6-4,0-0,0-1,0-2,0-2,0-3,10-16
High Point,272,195,256,8-17,265,3-8,26,5-9,2-13,3-7,0-1,0-2,0-1,0-4,0-4,8-9
Md.-East. Shore,273,221,307,12-17,191,3-6,31,9-11,5-9,6-4,0-1,0-1,0-2,0-1,0-4,12-12
Long Island,274,191,241,7-19,249,2-6,24,5-13,4-11,5-5,0-1,0-0,0-3,0-5,0-4,7-10
Portland,275,162,157,7-18,294,3-7,15,4-11,1-12,3-7,0-0,0-5,1-0,1-6,1-5,5-7
Chicago St.,276,204,273,9-18,261,2-8,29,7-10,3-12,2-8,0-0,0-2,0-1,1-2,0-3,8-13
St. Mary's (Cal.),277,162,157,7-20,277,4-8,15,3-12,1-13,1-9,0-0,0-5,0-2,0-7,0-7,7-6
San Diego St.,278,123,90,4-23,214,4-8,10,0-15,0-12,0-10,0-1,0-5,0-8,0-5,0-14,4-4
Albany (N.Y.),279,214,294,8-17,292,6-17,32,2-0,4-12,6-4,0-1,0-0,0-2,0-4,0-3,8-10
Morehead St.,280,179,203,6-18,269,2-4,17,4-14,3-11,1-9,0-0,0-0,0-4,0-5,0-4,6-9
Boston U.,281,174,189,7-22,298,1-8,21,6-14,2-11,4-6,0-0,0-3,0-6,0-2,0-9,7-11
Holy Cross,282,207,280,10-18,258,7-8,25,3-10,5-7,3-7,0-1,0-0,0-1,1-7,0-2,9-9
Tennessee St.,283,171,181,7-22,309,1-9,17,6-13,1-13,3-7,0-0,0-2,2-3,2-3,2-5,3-14
Cornell,284,213,292,9-17,210,6-6,28,3-11,4-9,4-6,0-0,0-2,0-4,1-1,0-6,8-10
McNeese St.,285,176,197,6-21,274,1-8,23,5-13,2-13,3-7,0-0,0-0,0-4,1-4,0-4,5-13
Florida A&M,286,212,291,9-22,278,1-10,31,8-12,3-10,5-5,0-1,0-1,0-1,0-1,0-3,9-18
Lehigh,287,193,246,6-21,305,2-11,25,4-10,1-14,3-7,0-0,0-1,0-2,1-8,0-3,5-10
Belmont,288,162,157,4-20,248,3-17,30,1-3,1-11,3-7,0-1,0-2,0-4,1-3,0-7,3-10
Mississippi Val.,289,196,259,6-21,215,0-9,33,6-12,2-14,2-8,0-3,0-0,0-2,0-1,0-5,6-15
Dartmouth,290,214,294,8-18,302,3-9,28,5-9,2-13,5-5,0-0,0-0,0-6,0-1,0-6,8-11
Rice,291,142,126,3-22,316,2-8,9,1-14,0-13,1-9,0-3,0-2,0-2,1-4,0-7,2-11
Northeastern,292,194,250,7-21,308,2-7,21,5-14,3-12,3-7,0-0,0-3,1-3,0-1,1-6,6-14
Citadel,293,195,256,6-19,315,1-8,22,5-11,3-7,2-8,0-0,0-0,0-3,0-4,0-3,6-12
St. Peter's,294,172,187,5-23,204,3-6,18,2-17,1-13,0-10,0-0,0-1,0-6,0-6,0-7,5-10
Western Ill.,295,192,244,6-22,201,3-8,29,3-14,2-12,1-9,0-1,0-3,0-1,0-3,0-5,6-14
Denver,296,168,173,6-22,243,3-8,20,3-14,1-12,3-7,0-0,0-2,0-4,1-6,0-6,5-10
IUPUI,297,205,277,7-21,259,3-9,29,4-12,3-12,5-5,0-1,0-1,0-1,0-4,0-3,7-14
Cal St. Fullerton,298,194,250,7-18,270,4-5,19,3-13,2-11,0-10,0-0,0-2,0-3,0-2,0-5,7-11
Stephen F. Austin,299,184,220,4-21,303,1-6,23,3-15,3-9,1-9,0-0,0-0,0-2,0-5,0-2,4-14
Eastern Ky.,300,171,181,4-21,247,2-5,17,2-16,1-13,0-10,0-0,0-1,0-5,0-5,0-6,4-10
Charleston So.,301,198,261,6-20,289,2-8,26,4-12,1-12,3-7,0-0,0-0,0-1,0-7,0-1,6-12
Loyola (Md.),302,187,229,7-21,296,3-6,18,4-15,0-13,1-9,0-0,0-0,1-5,0-4,1-5,6-12
Yale,303,214,294,7-20,311,2-11,28,5-9,1-13,2-8,0-0,0-0,1-6,0-0,1-6,6-14
Brown,304,218,302,8-19,306,4-9,28,4-10,2-12,2-8,0-0,0-0,0-5,0-2,0-5,8-12
Jacksonville,305,217,301,7-19,307,2-5,27,5-14,2-11,3-7,0-0,0-0,0-0,1-3,0-0,6-16
Prairie View,306,218,302,6-20,304,1-7,33,5-13,2-13,4-6,0-0,0-0,0-2,0-1,0-2,6-17
Army,307,194,250,3-23,313,1-12,25,2-11,1-13,2-8,0-1,0-1,0-1,0-7,0-3,3-13
Ark.-Little Rock,308,166,167,4-24,266,3-8,20,1-16,0-13,1-9,0-2,0-2,0-2,0-5,0-6,4-13
VMI,309,170,180,2-23,256,1-7,22,1-16,0-13,1-9,0-1,0-0,1-4,0-2,1-5,1-16
Ark.-Pine Bluff,310,211,288,5-20,299,0-7,33,5-13,2-14,2-8,0-2,0-0,0-1,0-2,0-3,5-15
New Hampshire,311,181,211,3-25,300,1-8,21,2-17,1-12,0-10,0-2,0-2,0-5,0-0,0-9,3-16
Delaware St.,312,221,307,6-22,279,1-8,31,5-14,2-12,4-6,0-1,0-0,0-2,0-0,0-3,6-19
Sacred Heart,313,187,229,3-25,290,1-9,24,2-16,0-14,1-9,0-2,0-0,0-3,0-2,0-5,3-18
Fla. Atlantic,314,181,211,1-28,255,0-9,27,1-19,0-15,1-9,0-1,0-2,0-2,0-4,0-5,1-19
Loyola Marymount,315,158,153,0-26,317,0-11,15,0-15,0-14,0-10,0-0,0-5,0-3,0-6,0-8,0-12
Morgan St.,316,202,271,5-24,291,0-10,31,5-14,1-14,2-8,0-0,0-1,0-4,0-2,0-5,5-17
Howard,317,190,239,1-27,196,0-9,31,1-18,0-16,0-10,0-3,0-1,0-3,0-1,0-7,1-19
Grambling,318,210,286,0-28,312,0-9,33,0-19,0-16,0-10,0-1,0-0,0-1,0-3,0-2,0-23
