Year,Round,Region Number,Region Name,Seed1,Score1,Team1,Team2,Score2,Seed2
2020,4,1,West,1,0,Gonzaga,San Diego St,0,2,0
2020,4,2,Midwest,1,0,Kansas,Duke,0,3,0
2020,4,3,East,1,0,Dayton,Florida St,0,2,0
2020,4,4,South,1,0,Baylor,Michigan St,0,3,1
