SCHOOLNAME,RPI,RECORD,NONCONFRPI NONCONFRECORD,CONFRPI CONFRECORD,ROAD,L10,1-50,51-100 101-200,200-999,VTOP100,VBELOWO163
Maryland,1,32-4,1 16-2,2 16- 2,7-2,9- 1,12- 4,7- 0 9- 0,4- 0,19- 4,5- 0
Kansas,2,31-4,3 13-3,3 18- 1,10-1,8- 2,13- 3,3- 1 14- 0,1- 0,16- 4,5- 0
Oklahoma,3,31-5,7 14-2,3 17- 3,7-4,9- 1,13- 5,3- 0 10- 0,5- 0,16- 5,8- 0
Duke,4,31-4,8 15-1,2 16- 3,7-3,8- 2,13- 2,7- 1 8- 1,3- 0,20- 3,3- 0
Cincinnati,5,31-4,9 14-2,8 17- 2,8-3,8- 2,9- 3,8- 1 11- 0,3- 0,17- 4,8- 0
Arizona,6,24-10,2 9-4,4 15- 6,6-5,7- 3,11- 9,7- 1 4- 0,2- 0,18- 10,4- 0
Connecticut,7,27-7,12 11-4,5 16- 3,7-3,9- 1,12- 5,4- 2 7- 0,4- 0,16- 7,6- 0
 Indiana,8,24-12,4 12-6,6 12- 6,6-6,7- 3,11- 9,6- 3 5- 0,2- 0,17- 12,2- 0
Alabama,9,27-8,11 13-3,1 14- 5,4-4,6- 4,10- 6,8- 1 4- 1,5- 0,18- 7,5- 0
Kentucky,10,21-10,6 11-3,1 10- 7,5-4,6- 4,9- 8,6- 2 5- 0,1- 0,15- 10,3- 0
 Illinois,11,26-9,5 14-3,6 12- 6,5-5,8- 2,10- 8,7- 1 5- 0,4- 0,17- 9,4- 0
Mississippi St.,12,27-8,14 14-2,1 13- 6,6-5,9- 1,6- 6,10- 2 6- 0,5- 0,16- 8,6- 0
Pittsburgh,13,28-6,31 13-2,5 15- 4,7-2,8- 2,7- 5,8- 1 5- 0,8- 0,15- 6,10- 0
Xavier,14,26-6,23 9-4,9 17- 2,9-3,8- 2,4- 3,7- 3 9- 0,6- 0,11- 6,8- 0
Texas,15,22-12,15 11-5,3 11- 7,7-3,6- 4,8- 10,3- 0 9- 2,2- 0,11- 10,6- 1
Kent St.,16,29-6,41 9-5,11 20- 1,11-3,9- 1,3- 3,7- 0 11- 1,8- 2,10- 3,11- 3
Florida,17,22-9,27 11-2,1 11- 7,6-4,5- 5,6- 8,7- 1 5- 0,4- 0,13- 9,5- 0
Georgia,18,22-10,20 12-3,1 10- 7,6-5,5- 5,6- 5,8- 4 6- 1,2- 0,14- 9,2- 0
Ohio St.,19,24-8,21 10-3,6 14- 5,5-5,7- 3,4- 6,7- 2 9- 0,4- 0,11- 8,6- 0
Texas Tech,20,23-9,17 11-2,3 12- 7,6-5,7- 3,5- 7,4- 0 11- 1,3- 1,9- 7,7- 1
Oklahoma St.,21,23-9,13 13-2,3 10- 7,5-5,6- 4,5- 7,2- 1 12- 1,4- 0,7- 8,10- 0
Miami (Fla.),22,24-8,38 13-1,5 11- 7,5-4,5- 5,7- 7,5- 1 7- 0,5- 0,12- 8,9- 0
UCLA,23,21-12,10 10-4,4 11- 8,5-5,5- 5,8- 9,5- 3 4- 0,4- 0,13- 12,6- 0
Oregon,24,25-9,53 10-4,4 15- 5,5-6,8- 2,10- 4,3- 2 7- 2,5- 1,13- 6,9- 1
California,25,23-9,26 10-2,4 13- 7,4-7,6- 4,7- 7,5- 1 7- 1,4- 0,12- 8,8- 0
Wake Forest,26,21-13,19 11-5,2 10- 8,5-7,4- 6,4- 9,8- 3 5- 1,4- 0,12- 12,4- 0
Marquette,27,26-7,64 11-3,8 15- 4,5-5,6- 4,4- 6,6- 0 9- 1,7- 0,10- 6,10- 1
Gonzaga,28,28-4,28 12-3,17 16- 1,11-2,9- 1,2- 2,5- 2 9- 0,12- 0,7- 4,15- 0
Southern California,29,22-10,71 8-3,4 14- 7,9-5,6- 4,6- 7,4- 3 7- 0,5- 0,10- 10,8- 0
Stanford,30,20-10,30 8-3,4 12- 7,7-3,6- 4,6- 9,4- 1 5- 0,5- 0,10- 10,8- 0
North Carolina St.,31,23-11,48 12-3,2 11- 8,6-5,5- 5,2- 9,7- 1 8- 1,6- 0,9- 10,8- 0
Hawaii,32,27-6,73 9-3,10 18- 3,7-3,7- 3,5- 2,3- 1 8- 2,11- 1,8- 3,15- 2
Tulsa,33,26-7,59 9-3,,10,17- 4,9-2,7- 3,1- 6,4- 1,12- 0,9- 0,5- 7,15- 0
Western Ky.,34,26-4,69 10-3,,19,16- 1,10-3,9- 1,2- 2,2- 1,9- 0,13- 1,4- 3,18- 1
Notre Dame,35,21-11,55 10-4,,5,11- 7,7-4,5- 5,5- 7,3- 4,7- 0,6- 0,8- 11,8- 0
Michigan St.,36,18-12,52 8-5,,6,10- 7,4-5,6- 4,6- 7,5- 4,3- 1,4- 0,11- 11,4- 0
Missouri,37,24-12,25 14-3,,3,10- 9,4-6,6- 4,6- 8,2- 1,11- 3,5- 0,8- 9,9- 2
Utah,38,19-9,49 8-4,,7,11- 5,6-6,5- 5,3- 2,5- 7,8- 0,3- 0,8- 9,9- 0
South Carolina,39,21-15,33 13-4,,1,8- 11,6-5,6- 4,3- 11,10- 3,4- 1,4- 0,13- 14,6- 0
Villanova,40,19-13,35 11-3,,5,8- 10,2-8,6- 4,3- 10,8- 2,3- 1,5- 0,11- 12,7- 0
Southern Ill.,41,28-8,22 12-3,,13,16- 5,9-5,7- 3,5- 3,2- 1,11- 4,10- 0,7- 4,15- 2
Pennsylvania,42,25-7,43 13-4,,14,12- 3,11-2,9- 1,1- 2,5- 2,10- 2,9- 1,6- 4,12- 2
Charlotte,43,18-12,80 6-6,,8,12- 6,6-6,4- 6,2- 8,5- 3,9- 1,2- 0,7- 11,7- 0
Creighton,44,23-9,61 6-5,,13,17- 4,7-5,7- 3,3- 5,3- 1,8- 3,9- 0,6- 6,12- 2
Memphis,45,26-9,46 14-4,,8,12- 5,6-4,7- 3,1- 4,9- 4,8- 1,8- 0,10- 8,10- 0
Boston College,46,20-12,63 11-3,,5,9- 9,5-4,5- 5,4- 8,4- 2,8- 2,4- 0,8- 10,6- 1
San Diego St.,47,19-12,50 9-5,,7,10- 7,6-8,8- 2,1- 5,9- 4,6- 3,3- 0,10- 9,8- 1
St. John's (N.Y.),48,20-12,56 10-4,,5,10- 8,3-7,5- 5,7- 8,1- 2,7- 2,5- 0,8- 10,10- 0
Arkansas,49,14-15,18 8-4,,1,6- 11,3-7,3- 7,5- 9,1- 6,5- 0,3- 0,6- 15,4- 0
Wisconsin,50,18-13,68 7-7,,6,11- 6,5-8,7- 3,6- 4,5- 5,5- 3,2- 1,11- 9,2- 1
Mississippi,51,19-11,83 10-3,,1,9- 8,3-7,3- 7,7- 6,2- 4,5- 1,5- 0,9- 10,6- 0
UNC Wilmington,52,23-10,87 6-6,,12,17- 4,8-7,7- 3,1- 3,4- 4,9- 2,9- 1,5- 7,14- 1
Temple,53,19-15,66 7-10,,9,12- 5,7-5,8- 2,4- 9,7- 2,3- 4,5- 0,11- 11,6- 1
Syracuse,54,23-13,51 14-5,,5,9- 8,6-5,4- 6,4- 7,6- 6,7- 0,6- 0,10- 13,10- 0
Vanderbilt,55,17-15,44 11-4,,1,6- 11,2-9,3- 7,4- 9,3- 4,7- 2,3- 0,7- 13,6- 0
Brigham Young,56,17-12,34 10-4,,7,7- 8,1-11,4- 6,4- 4,5- 6,5- 2,3- 0,9- 10,6- 2
Pepperdine,57,21-9,81 6-7,,17,15- 2,7-6,7- 3,3- 7,1- 2,5- 0,12- 0,4- 9,15- 0
Virginia,58,17-12,36 10-2,,2,7- 10,3-7,3- 7,2- 9,3- 1,9- 2,3- 0,5- 10,5- 0
Central Conn. St.,59,27-5,86 5-4,,26,22- 1,10-3,9- 1,0- 2,0- 1,9- 2,18- 0,0- 3,19- 1
UNLV,60,21-11,101 10-5,,7,11- 6,4-7,7- 3,5- 5,4- 4,8- 2,4- 0,9- 9,10- 0
Dayton,61,21-11,60 9-4,,9,12- 7,5-6,6- 4,0- 6,4- 5,11- 0,6- 0,4- 11,9- 0
Wyoming,62,21-9,132 9-5,,7,12- 4,6-6,6- 4,4- 5,5- 3,6- 1,6- 0,9- 8,12- 1
Georgetown,63,18-11,98 8-3,,5,10- 8,6-4,6- 4,3- 9,4- 2,3- 0,8- 0,7- 11,9- 0
Bowling Green,64,23-9,42 9-2,,11,14- 7,7-6,6- 4,0- 3,4- 2,10- 3,9- 1,4- 5,11- 1
Richmond,65,22-14,77 9-8,,9,13- 6,7-7,7- 3,0- 8,7- 3,10- 2,5- 1,7- 11,7- 1
Louisville,66,19-13,65 10-4,,8,9- 9,2-8,6- 4,3- 9,4- 1,8- 3,4- 0,7- 10,7- 1
